:START_ID|:END_ID|:TYPE|order:int
#385|#383|VERTEXGEOMETRY|0
#386|#386_0|DIRECTIONRATIOS|0
#388|#386|ORIENTATION|0
#388|#388_1|MAGNITUDE|1
#389|#374|PNT|0
#389|#388|DIR|1
#390|#389|BASISCURVE|0
#390|#390_1|TRIM1|1
#390_1|#374|TRIM1|0
#390|#390_2|TRIM2|2
#390_2|#383|TRIM2|0
#390|#390_3|SENSEAGREEMENT|3
#390|#390_4|MASTERREPRESENTATION|4
#393|#376|EDGESTART|0
#393|#385|EDGEEND|1
#393|#390|EDGEGEOMETRY|2
#393|#393_3|SAMESENSE|3
#394|#20|ORIENTATION|0
#394|#394_1|MAGNITUDE|1
#395|#383|PNT|0
#395|#394|DIR|1
#396|#395|BASISCURVE|0
#396|#396_1|TRIM1|1
#396_1|#383|TRIM1|0
#396|#396_2|TRIM2|2
#396_2|#355|TRIM2|0
#396|#396_3|SENSEAGREEMENT|3
#396|#396_4|MASTERREPRESENTATION|4
#399|#385|EDGESTART|0
#399|#357|EDGEEND|1
#399|#396|EDGEGEOMETRY|2
#399|#399_3|SAMESENSE|3
#400|#400_0|COORDINATES|0
#402|#400|VERTEXGEOMETRY|0
#403|#403_0|DIRECTIONRATIOS|0
#405|#403|ORIENTATION|0
#405|#405_1|MAGNITUDE|1
#406|#374|PNT|0
#406|#405|DIR|1
#407|#406|BASISCURVE|0
#407|#407_1|TRIM1|1
#407_1|#374|TRIM1|0
#407|#407_2|TRIM2|2
#407_2|#400|TRIM2|0
#407|#407_3|SENSEAGREEMENT|3
#407|#407_4|MASTERREPRESENTATION|4
#410|#376|EDGESTART|0
#410|#402|EDGEEND|1
#410|#407|EDGEGEOMETRY|2
#410|#410_3|SAMESENSE|3
#411|#411_0|COORDINATES|0
#413|#411|VERTEXGEOMETRY|0
#414|#414_0|DIRECTIONRATIOS|0
#416|#414|ORIENTATION|0
#416|#416_1|MAGNITUDE|1
#417|#400|PNT|0
#417|#416|DIR|1
#418|#417|BASISCURVE|0
#418|#418_1|TRIM1|1
#418_1|#400|TRIM1|0
#418|#418_2|TRIM2|2
#418_2|#411|TRIM2|0
#418|#418_3|SENSEAGREEMENT|3
#418|#418_4|MASTERREPRESENTATION|4
#421|#402|EDGESTART|0
#421|#413|EDGEEND|1
#421|#418|EDGEGEOMETRY|2
#421|#421_3|SAMESENSE|3
#422|#422_0|DIRECTIONRATIOS|0
#424|#422|ORIENTATION|0
#424|#424_1|MAGNITUDE|1
#425|#411|PNT|0
#425|#424|DIR|1
#426|#425|BASISCURVE|0
#426|#426_1|TRIM1|1
#426_1|#411|TRIM1|0
#426|#426_2|TRIM2|2
#426_2|#383|TRIM2|0
#426|#426_3|SENSEAGREEMENT|3
#426|#426_4|MASTERREPRESENTATION|4
#429|#413|EDGESTART|0
#429|#385|EDGEEND|1
#429|#426|EDGEGEOMETRY|2
#429|#429_3|SAMESENSE|3
#430|#430_0|COORDINATES|0
#432|#430|VERTEXGEOMETRY|0
#433|#20|ORIENTATION|0
#433|#433_1|MAGNITUDE|1
#434|#400|PNT|0
#434|#433|DIR|1
#435|#434|BASISCURVE|0
#435|#435_1|TRIM1|1
#435_1|#400|TRIM1|0
#435|#435_2|TRIM2|2
#435_2|#430|TRIM2|0
#435|#435_3|SENSEAGREEMENT|3
#435|#435_4|MASTERREPRESENTATION|4
#438|#402|EDGESTART|0
#438|#432|EDGEEND|1
#438|#435|EDGEGEOMETRY|2
#438|#438_3|SAMESENSE|3
#439|#439_0|COORDINATES|0
#441|#439|VERTEXGEOMETRY|0
#442|#442_0|DIRECTIONRATIOS|0
#444|#442|ORIENTATION|0
#444|#444_1|MAGNITUDE|1
#445|#430|PNT|0
#445|#444|DIR|1
#446|#445|BASISCURVE|0
#446|#446_1|TRIM1|1
#446_1|#430|TRIM1|0
#446|#446_2|TRIM2|2
#446_2|#439|TRIM2|0
#446|#446_3|SENSEAGREEMENT|3
#446|#446_4|MASTERREPRESENTATION|4
#449|#432|EDGESTART|0
#449|#441|EDGEEND|1
#449|#446|EDGEGEOMETRY|2
#449|#449_3|SAMESENSE|3
#450|#22|ORIENTATION|0
#450|#450_1|MAGNITUDE|1
#451|#439|PNT|0
#451|#450|DIR|1
#452|#451|BASISCURVE|0
#452|#452_1|TRIM1|1
#452_1|#439|TRIM1|0
#452|#452_2|TRIM2|2
#452_2|#411|TRIM2|0
#452|#452_3|SENSEAGREEMENT|3
#452|#452_4|MASTERREPRESENTATION|4
#455|#441|EDGESTART|0
#455|#413|EDGEEND|1
#455|#452|EDGEGEOMETRY|2
#455|#455_3|SAMESENSE|3
#456|#456_0|COORDINATES|0
#458|#456|VERTEXGEOMETRY|0
#459|#459_0|DIRECTIONRATIOS|0
#461|#459|ORIENTATION|0
#461|#461_1|MAGNITUDE|1
#462|#430|PNT|0
#462|#461|DIR|1
#463|#462|BASISCURVE|0
#463|#463_1|TRIM1|1
#463_1|#430|TRIM1|0
#463|#463_2|TRIM2|2
#463_2|#456|TRIM2|0
#463|#463_3|SENSEAGREEMENT|3
#463|#463_4|MASTERREPRESENTATION|4
#466|#432|EDGESTART|0
#466|#458|EDGEEND|1
#466|#463|EDGEGEOMETRY|2
#466|#466_3|SAMESENSE|3
#467|#467_0|COORDINATES|0
#469|#467|VERTEXGEOMETRY|0
#470|#470_0|DIRECTIONRATIOS|0
#472|#470|ORIENTATION|0
#472|#472_1|MAGNITUDE|1
#473|#456|PNT|0
#473|#472|DIR|1
#474|#473|BASISCURVE|0
#474|#474_1|TRIM1|1
#474_1|#456|TRIM1|0
#474|#474_2|TRIM2|2
#474_2|#467|TRIM2|0
#474|#474_3|SENSEAGREEMENT|3
#474|#474_4|MASTERREPRESENTATION|4
#477|#458|EDGESTART|0
#477|#469|EDGEEND|1
#477|#474|EDGEGEOMETRY|2
#477|#477_3|SAMESENSE|3
#478|#478_0|DIRECTIONRATIOS|0
#480|#478|ORIENTATION|0
#480|#480_1|MAGNITUDE|1
#481|#467|PNT|0
#481|#480|DIR|1
#482|#481|BASISCURVE|0
#482|#482_1|TRIM1|1
#482_1|#467|TRIM1|0
#482|#482_2|TRIM2|2
#482_2|#439|TRIM2|0
#482|#482_3|SENSEAGREEMENT|3
#482|#482_4|MASTERREPRESENTATION|4
#485|#469|EDGESTART|0
#485|#441|EDGEEND|1
#485|#482|EDGEGEOMETRY|2
#485|#485_3|SAMESENSE|3
#486|#486_0|COORDINATES|0
#488|#486|VERTEXGEOMETRY|0
#489|#20|ORIENTATION|0
#489|#489_1|MAGNITUDE|1
#490|#456|PNT|0
#490|#489|DIR|1
#491|#490|BASISCURVE|0
#491|#491_1|TRIM1|1
#491_1|#456|TRIM1|0
#491|#491_2|TRIM2|2
#491_2|#486|TRIM2|0
#491|#491_3|SENSEAGREEMENT|3
#491|#491_4|MASTERREPRESENTATION|4
#494|#458|EDGESTART|0
#494|#488|EDGEEND|1
#494|#491|EDGEGEOMETRY|2
#494|#494_3|SAMESENSE|3
#495|#495_0|COORDINATES|0
#497|#495|VERTEXGEOMETRY|0
#498|#498_0|DIRECTIONRATIOS|0
#500|#498|ORIENTATION|0
#500|#500_1|MAGNITUDE|1
#501|#486|PNT|0
#501|#500|DIR|1
#502|#501|BASISCURVE|0
#502|#502_1|TRIM1|1
#502_1|#486|TRIM1|0
#502|#502_2|TRIM2|2
#502_2|#495|TRIM2|0
#502|#502_3|SENSEAGREEMENT|3
#502|#502_4|MASTERREPRESENTATION|4
#505|#488|EDGESTART|0
#505|#497|EDGEEND|1
#505|#502|EDGEGEOMETRY|2
#505|#505_3|SAMESENSE|3
#506|#22|ORIENTATION|0
#506|#506_1|MAGNITUDE|1
#507|#495|PNT|0
#507|#506|DIR|1
#508|#507|BASISCURVE|0
#508|#508_1|TRIM1|1
#508_1|#495|TRIM1|0
#508|#508_2|TRIM2|2
#508_2|#467|TRIM2|0
#508|#508_3|SENSEAGREEMENT|3
#508|#508_4|MASTERREPRESENTATION|4
#511|#497|EDGESTART|0
#511|#469|EDGEEND|1
#511|#508|EDGEGEOMETRY|2
#511|#511_3|SAMESENSE|3
#512|#512_0|DIRECTIONRATIOS|0
#514|#512|ORIENTATION|0
#514|#514_1|MAGNITUDE|1
#515|#486|PNT|0
#515|#514|DIR|1
#516|#515|BASISCURVE|0
#516|#516_1|TRIM1|1
#516_1|#486|TRIM1|0
#516|#516_2|TRIM2|2
#516_2|#192|TRIM2|0
#516|#516_3|SENSEAGREEMENT|3
#516|#516_4|MASTERREPRESENTATION|4
#519|#488|EDGESTART|0
#519|#194|EDGEEND|1
#519|#516|EDGEGEOMETRY|2
#519|#519_3|SAMESENSE|3
#520|#520_0|DIRECTIONRATIOS|0
#522|#520|ORIENTATION|0
#522|#522_1|MAGNITUDE|1
#523|#215|PNT|0
#523|#522|DIR|1
#524|#523|BASISCURVE|0
#524|#524_1|TRIM1|1
#524_1|#215|TRIM1|0
#524|#524_2|TRIM2|2
#524_2|#495|TRIM2|0
#524|#524_3|SENSEAGREEMENT|3
#524|#524_4|MASTERREPRESENTATION|4
#527|#217|EDGESTART|0
#527|#497|EDGEEND|1
#527|#524|EDGEGEOMETRY|2
#527|#527_3|SAMESENSE|3
#528|#528_0|EDGESTART|0
#528|#528_1|EDGEEND|1
#528|#203|EDGEELEMENT|2
#528|#528_3|ORIENTATION|3
#529|#529_0|EDGESTART|0
#529|#529_1|EDGEEND|1
#529|#214|EDGEELEMENT|2
#529|#529_3|ORIENTATION|3
#530|#530_0|EDGESTART|0
#530|#530_1|EDGEEND|1
#530|#223|EDGEELEMENT|2
#530|#530_3|ORIENTATION|3
#531|#531_0|EDGESTART|0
#531|#531_1|EDGEEND|1
#531|#231|EDGEELEMENT|2
#531|#531_3|ORIENTATION|3
#532|#532_0|EDGELIST|0
#532_0|#528|EDGELIST|0
#532_0|#529|EDGELIST|1
#532_0|#530|EDGELIST|2
#532_0|#531|EDGELIST|3
#534|#532|BOUND|0
#534|#534_1|ORIENTATION|1
#535|#535_0|COORDINATES|0
#537|#537_0|DIRECTIONRATIOS|0
#539|#535|LOCATION|0
#539|#537|AXIS|1
#539|#20|REFDIRECTION|2
#540|#539|POSITION|0
#541|#541_0|BOUNDS|0
#541_0|#534|BOUNDS|0
#541|#540|FACESURFACE|1
#541|#541_2|SAMESENSE|2
#544|#544_0|EDGESTART|0
#544|#544_1|EDGEEND|1
#544|#242|EDGEELEMENT|2
#544|#544_3|ORIENTATION|3
#545|#545_0|EDGESTART|0
#545|#545_1|EDGEEND|1
#545|#253|EDGEELEMENT|2
#545|#545_3|ORIENTATION|3
#546|#546_0|EDGESTART|0
#546|#546_1|EDGEEND|1
#546|#261|EDGEELEMENT|2
#546|#546_3|ORIENTATION|3
#547|#547_0|EDGESTART|0
#547|#547_1|EDGEEND|1
#547|#214|EDGEELEMENT|2
#547|#547_3|ORIENTATION|3
#548|#548_0|EDGELIST|0
#548_0|#544|EDGELIST|0
#548_0|#545|EDGELIST|1
#548_0|#546|EDGELIST|2
#548_0|#547|EDGELIST|3
#550|#548|BOUND|0
#550|#550_1|ORIENTATION|1
#551|#551_0|COORDINATES|0
#553|#553_0|DIRECTIONRATIOS|0
#555|#555_0|DIRECTIONRATIOS|0
#557|#551|LOCATION|0
#557|#553|AXIS|1
#557|#555|REFDIRECTION|2
#558|#557|POSITION|0
#559|#559_0|BOUNDS|0
#559_0|#550|BOUNDS|0
#559|#558|FACESURFACE|1
#559|#559_2|SAMESENSE|2
#561|#561_0|EDGESTART|0
#561|#561_1|EDGEEND|1
#561|#270|EDGEELEMENT|2
#561|#561_3|ORIENTATION|3
#562|#562_0|EDGESTART|0
#562|#562_1|EDGEEND|1
#562|#281|EDGEELEMENT|2
#562|#562_3|ORIENTATION|3
#563|#563_0|EDGESTART|0
#563|#563_1|EDGEEND|1
#563|#287|EDGEELEMENT|2
#563|#563_3|ORIENTATION|3
#564|#564_0|EDGESTART|0
#564|#564_1|EDGEEND|1
#564|#253|EDGEELEMENT|2
#564|#564_3|ORIENTATION|3
#565|#565_0|EDGELIST|0
#565_0|#561|EDGELIST|0
#565_0|#562|EDGELIST|1
#565_0|#563|EDGELIST|2
#565_0|#564|EDGELIST|3
#567|#565|BOUND|0
#567|#567_1|ORIENTATION|1
#568|#568_0|COORDINATES|0
#570|#570_0|DIRECTIONRATIOS|0
#572|#568|LOCATION|0
#572|#570|AXIS|1
#572|#22|REFDIRECTION|2
#573|#572|POSITION|0
#574|#574_0|BOUNDS|0
#574_0|#567|BOUNDS|0
#574|#573|FACESURFACE|1
#574|#574_2|SAMESENSE|2
#576|#576_0|EDGESTART|0
#576|#576_1|EDGEEND|1
#576|#298|EDGEELEMENT|2
#576|#576_3|ORIENTATION|3
#577|#577_0|EDGESTART|0
#577|#577_1|EDGEEND|1
#577|#309|EDGEELEMENT|2
#577|#577_3|ORIENTATION|3
#578|#578_0|EDGESTART|0
#578|#578_1|EDGEEND|1
#578|#317|EDGEELEMENT|2
#578|#578_3|ORIENTATION|3
#579|#579_0|EDGESTART|0
#579|#579_1|EDGEEND|1
#579|#281|EDGEELEMENT|2
#579|#579_3|ORIENTATION|3
#580|#580_0|EDGELIST|0
#580_0|#576|EDGELIST|0
#580_0|#577|EDGELIST|1
#580_0|#578|EDGELIST|2
#580_0|#579|EDGELIST|3
#582|#580|BOUND|0
#582|#582_1|ORIENTATION|1
#583|#583_0|COORDINATES|0
#585|#585_0|DIRECTIONRATIOS|0
#587|#587_0|DIRECTIONRATIOS|0
#589|#583|LOCATION|0
#589|#585|AXIS|1
#589|#587|REFDIRECTION|2
#590|#589|POSITION|0
#591|#591_0|BOUNDS|0
#591_0|#582|BOUNDS|0
#591|#590|FACESURFACE|1
#591|#591_2|SAMESENSE|2
#593|#593_0|EDGESTART|0
#593|#593_1|EDGEEND|1
#593|#326|EDGEELEMENT|2
#593|#593_3|ORIENTATION|3
#594|#594_0|EDGESTART|0
#594|#594_1|EDGEEND|1
#594|#337|EDGEELEMENT|2
#594|#594_3|ORIENTATION|3
#595|#595_0|EDGESTART|0
#595|#595_1|EDGEEND|1
#595|#343|EDGEELEMENT|2
#595|#595_3|ORIENTATION|3
#596|#596_0|EDGESTART|0
#596|#596_1|EDGEEND|1
#596|#309|EDGEELEMENT|2
#596|#596_3|ORIENTATION|3
#597|#597_0|EDGELIST|0
#597_0|#593|EDGELIST|0
#597_0|#594|EDGELIST|1
#597_0|#595|EDGELIST|2
#597_0|#596|EDGELIST|3
#599|#597|BOUND|0
#599|#599_1|ORIENTATION|1
#600|#600_0|COORDINATES|0
#602|#602_0|DIRECTIONRATIOS|0
#604|#600|LOCATION|0
#604|#602|AXIS|1
#604|#22|REFDIRECTION|2
#605|#604|POSITION|0
#606|#606_0|BOUNDS|0
#606_0|#599|BOUNDS|0
#606|#605|FACESURFACE|1
#606|#606_2|SAMESENSE|2
#608|#608_0|EDGESTART|0
#608|#608_1|EDGEEND|1
#608|#354|EDGEELEMENT|2
#608|#608_3|ORIENTATION|3
#609|#609_0|EDGESTART|0
#609|#609_1|EDGEEND|1
#609|#365|EDGEELEMENT|2
#609|#609_3|ORIENTATION|3
#610|#610_0|EDGESTART|0
#610|#610_1|EDGEEND|1
#610|#373|EDGEELEMENT|2
#610|#610_3|ORIENTATION|3
#611|#611_0|EDGESTART|0
#611|#611_1|EDGEEND|1
#611|#337|EDGEELEMENT|2
#611|#611_3|ORIENTATION|3
#612|#612_0|EDGELIST|0
#612_0|#608|EDGELIST|0
#612_0|#609|EDGELIST|1
#612_0|#610|EDGELIST|2
#612_0|#611|EDGELIST|3
#614|#612|BOUND|0
#614|#614_1|ORIENTATION|1
#615|#615_0|COORDINATES|0
#617|#617_0|DIRECTIONRATIOS|0
#619|#619_0|DIRECTIONRATIOS|0
#621|#615|LOCATION|0
#621|#617|AXIS|1
#621|#619|REFDIRECTION|2
#622|#621|POSITION|0
#623|#623_0|BOUNDS|0
#623_0|#614|BOUNDS|0
#623|#622|FACESURFACE|1
#623|#623_2|SAMESENSE|2
#625|#625_0|EDGESTART|0
#625|#625_1|EDGEEND|1
#625|#382|EDGEELEMENT|2
#625|#625_3|ORIENTATION|3
#626|#626_0|EDGESTART|0
#626|#626_1|EDGEEND|1
#626|#393|EDGEELEMENT|2
#626|#626_3|ORIENTATION|3
#627|#627_0|EDGESTART|0
#627|#627_1|EDGEEND|1
#627|#399|EDGEELEMENT|2
#627|#627_3|ORIENTATION|3
#628|#628_0|EDGESTART|0
#628|#628_1|EDGEEND|1
#628|#365|EDGEELEMENT|2
#628|#628_3|ORIENTATION|3
#629|#629_0|EDGELIST|0
#629_0|#625|EDGELIST|0
#629_0|#626|EDGELIST|1
#629_0|#627|EDGELIST|2
#629_0|#628|EDGELIST|3
#631|#629|BOUND|0
#631|#631_1|ORIENTATION|1
#632|#632_0|COORDINATES|0
#634|#634_0|DIRECTIONRATIOS|0
#636|#632|LOCATION|0
#636|#634|AXIS|1
#636|#22|REFDIRECTION|2
#637|#636|POSITION|0
#638|#638_0|BOUNDS|0
#638_0|#631|BOUNDS|0
#638|#637|FACESURFACE|1
#638|#638_2|SAMESENSE|2
#640|#640_0|EDGESTART|0
#640|#640_1|EDGEEND|1
#640|#410|EDGEELEMENT|2
#640|#640_3|ORIENTATION|3
#641|#641_0|EDGESTART|0
#641|#641_1|EDGEEND|1
#641|#421|EDGEELEMENT|2
#641|#641_3|ORIENTATION|3
#642|#642_0|EDGESTART|0
#642|#642_1|EDGEEND|1
#642|#429|EDGEELEMENT|2
#642|#642_3|ORIENTATION|3
#643|#643_0|EDGESTART|0
#643|#643_1|EDGEEND|1
#643|#393|EDGEELEMENT|2
#643|#643_3|ORIENTATION|3
#644|#644_0|EDGELIST|0
#644_0|#640|EDGELIST|0
#644_0|#641|EDGELIST|1
#644_0|#642|EDGELIST|2
#644_0|#643|EDGELIST|3
#646|#644|BOUND|0
#646|#646_1|ORIENTATION|1
#647|#647_0|COORDINATES|0
#649|#649_0|DIRECTIONRATIOS|0
#651|#651_0|DIRECTIONRATIOS|0
#653|#647|LOCATION|0
#653|#649|AXIS|1
#653|#651|REFDIRECTION|2
#654|#653|POSITION|0
#655|#655_0|BOUNDS|0
#655_0|#646|BOUNDS|0
#655|#654|FACESURFACE|1
#655|#655_2|SAMESENSE|2
#657|#657_0|EDGESTART|0
#657|#657_1|EDGEEND|1
#657|#438|EDGEELEMENT|2
#657|#657_3|ORIENTATION|3
#658|#658_0|EDGESTART|0
#658|#658_1|EDGEEND|1
#658|#449|EDGEELEMENT|2
#658|#658_3|ORIENTATION|3
#659|#659_0|EDGESTART|0
#659|#659_1|EDGEEND|1
#659|#455|EDGEELEMENT|2
#659|#659_3|ORIENTATION|3
#660|#660_0|EDGESTART|0
#660|#660_1|EDGEEND|1
#660|#421|EDGEELEMENT|2
#660|#660_3|ORIENTATION|3
#661|#661_0|EDGELIST|0
#661_0|#657|EDGELIST|0
#661_0|#658|EDGELIST|1
#661_0|#659|EDGELIST|2
#661_0|#660|EDGELIST|3
#663|#661|BOUND|0
#663|#663_1|ORIENTATION|1
#664|#664_0|COORDINATES|0
#666|#666_0|DIRECTIONRATIOS|0
#668|#664|LOCATION|0
#668|#666|AXIS|1
#668|#20|REFDIRECTION|2
#669|#668|POSITION|0
#670|#670_0|BOUNDS|0
#670_0|#663|BOUNDS|0
#670|#669|FACESURFACE|1
#670|#670_2|SAMESENSE|2
#672|#672_0|EDGESTART|0
#672|#672_1|EDGEEND|1
#672|#466|EDGEELEMENT|2
#672|#672_3|ORIENTATION|3
#673|#673_0|EDGESTART|0
#673|#673_1|EDGEEND|1
#673|#477|EDGEELEMENT|2
#673|#673_3|ORIENTATION|3
#674|#674_0|EDGESTART|0
#674|#674_1|EDGEEND|1
#674|#485|EDGEELEMENT|2
#674|#674_3|ORIENTATION|3
#675|#675_0|EDGESTART|0
#675|#675_1|EDGEEND|1
#675|#449|EDGEELEMENT|2
#675|#675_3|ORIENTATION|3
#676|#676_0|EDGELIST|0
#676_0|#672|EDGELIST|0
#676_0|#673|EDGELIST|1
#676_0|#674|EDGELIST|2
#676_0|#675|EDGELIST|3
#678|#676|BOUND|0
#678|#678_1|ORIENTATION|1
#679|#679_0|COORDINATES|0
#681|#681_0|DIRECTIONRATIOS|0
#683|#683_0|DIRECTIONRATIOS|0
#685|#679|LOCATION|0
#685|#681|AXIS|1
#685|#683|REFDIRECTION|2
#686|#685|POSITION|0
#687|#687_0|BOUNDS|0
#687_0|#678|BOUNDS|0
#687|#686|FACESURFACE|1
#687|#687_2|SAMESENSE|2
#689|#689_0|EDGESTART|0
#689|#689_1|EDGEEND|1
#689|#494|EDGEELEMENT|2
#689|#689_3|ORIENTATION|3
#690|#690_0|EDGESTART|0
#690|#690_1|EDGEEND|1
#690|#505|EDGEELEMENT|2
#690|#690_3|ORIENTATION|3
#691|#691_0|EDGESTART|0
#691|#691_1|EDGEEND|1
#691|#511|EDGEELEMENT|2
#691|#691_3|ORIENTATION|3
#692|#692_0|EDGESTART|0
#692|#692_1|EDGEEND|1
#692|#477|EDGEELEMENT|2
#692|#692_3|ORIENTATION|3
#693|#693_0|EDGELIST|0
#693_0|#689|EDGELIST|0
#693_0|#690|EDGELIST|1
#693_0|#691|EDGELIST|2
#693_0|#692|EDGELIST|3
#695|#693|BOUND|0
#695|#695_1|ORIENTATION|1
#696|#696_0|COORDINATES|0
#698|#698_0|DIRECTIONRATIOS|0
#700|#696|LOCATION|0
#700|#698|AXIS|1
#700|#20|REFDIRECTION|2
#701|#700|POSITION|0
#702|#702_0|BOUNDS|0
#702_0|#695|BOUNDS|0
#702|#701|FACESURFACE|1
#702|#702_2|SAMESENSE|2
#704|#704_0|EDGESTART|0
#704|#704_1|EDGEEND|1
#704|#519|EDGEELEMENT|2
#704|#704_3|ORIENTATION|3
#705|#705_0|EDGESTART|0
#705|#705_1|EDGEEND|1
#705|#231|EDGEELEMENT|2
#705|#705_3|ORIENTATION|3
#706|#706_0|EDGESTART|0
#706|#706_1|EDGEEND|1
#706|#527|EDGEELEMENT|2
#706|#706_3|ORIENTATION|3
#707|#707_0|EDGESTART|0
#707|#707_1|EDGEEND|1
#707|#505|EDGEELEMENT|2
#707|#707_3|ORIENTATION|3
#708|#708_0|EDGELIST|0
#708_0|#704|EDGELIST|0
#708_0|#705|EDGELIST|1
#708_0|#706|EDGELIST|2
#708_0|#707|EDGELIST|3
#710|#708|BOUND|0
#710|#710_1|ORIENTATION|1
#711|#711_0|COORDINATES|0
#713|#713_0|DIRECTIONRATIOS|0
#715|#715_0|DIRECTIONRATIOS|0
#717|#711|LOCATION|0
#717|#713|AXIS|1
#717|#715|REFDIRECTION|2
#718|#717|POSITION|0
#719|#719_0|BOUNDS|0
#719_0|#710|BOUNDS|0
#719|#718|FACESURFACE|1
#719|#719_2|SAMESENSE|2
#721|#721_0|EDGESTART|0
#721|#721_1|EDGEEND|1
#721|#223|EDGEELEMENT|2
#721|#721_3|ORIENTATION|3
#722|#722_0|EDGESTART|0
#722|#722_1|EDGEEND|1
#722|#261|EDGEELEMENT|2
#722|#722_3|ORIENTATION|3
#723|#723_0|EDGESTART|0
#723|#723_1|EDGEEND|1
#723|#287|EDGEELEMENT|2
#723|#723_3|ORIENTATION|3
#724|#724_0|EDGESTART|0
#724|#724_1|EDGEEND|1
#724|#317|EDGEELEMENT|2
#724|#724_3|ORIENTATION|3
#725|#725_0|EDGESTART|0
#725|#725_1|EDGEEND|1
#725|#343|EDGEELEMENT|2
#725|#725_3|ORIENTATION|3
#726|#726_0|EDGESTART|0
#726|#726_1|EDGEEND|1
#726|#373|EDGEELEMENT|2
#726|#726_3|ORIENTATION|3
#727|#727_0|EDGESTART|0
#727|#727_1|EDGEEND|1
#727|#399|EDGEELEMENT|2
#727|#727_3|ORIENTATION|3
#728|#728_0|EDGESTART|0
#728|#728_1|EDGEEND|1
#728|#429|EDGEELEMENT|2
#728|#728_3|ORIENTATION|3
#729|#729_0|EDGESTART|0
#729|#729_1|EDGEEND|1
#729|#455|EDGEELEMENT|2
#729|#729_3|ORIENTATION|3
#730|#730_0|EDGESTART|0
#730|#730_1|EDGEEND|1
#730|#485|EDGEELEMENT|2
#730|#730_3|ORIENTATION|3
#731|#731_0|EDGESTART|0
#731|#731_1|EDGEEND|1
#731|#511|EDGEELEMENT|2
#731|#731_3|ORIENTATION|3
#732|#732_0|EDGESTART|0
#732|#732_1|EDGEEND|1
#732|#527|EDGEELEMENT|2
#732|#732_3|ORIENTATION|3
#733|#733_0|EDGELIST|0
#733_0|#721|EDGELIST|0
#733_0|#722|EDGELIST|1
#733_0|#723|EDGELIST|2
#733_0|#724|EDGELIST|3
#733_0|#725|EDGELIST|4
#733_0|#726|EDGELIST|5
#733_0|#727|EDGELIST|6
#733_0|#728|EDGELIST|7
#733_0|#729|EDGELIST|8
#733_0|#730|EDGELIST|9
#733_0|#731|EDGELIST|10
#733_0|#732|EDGELIST|11
#735|#733|BOUND|0
#735|#735_1|ORIENTATION|1
#736|#736_0|COORDINATES|0
#738|#738_0|DIRECTIONRATIOS|0
#740|#736|LOCATION|0
#740|#738|AXIS|1
#740|#20|REFDIRECTION|2
#741|#740|POSITION|0
#742|#742_0|BOUNDS|0
#742_0|#735|BOUNDS|0
#742|#741|FACESURFACE|1
#742|#742_2|SAMESENSE|2
#744|#744_0|EDGESTART|0
#744|#744_1|EDGEEND|1
#744|#519|EDGEELEMENT|2
#744|#744_3|ORIENTATION|3
#745|#745_0|EDGESTART|0
#745|#745_1|EDGEEND|1
#745|#494|EDGEELEMENT|2
#745|#745_3|ORIENTATION|3
#746|#746_0|EDGESTART|0
#746|#746_1|EDGEEND|1
#746|#466|EDGEELEMENT|2
#746|#746_3|ORIENTATION|3
#747|#747_0|EDGESTART|0
#747|#747_1|EDGEEND|1
#747|#438|EDGEELEMENT|2
#747|#747_3|ORIENTATION|3
#748|#748_0|EDGESTART|0
#748|#748_1|EDGEEND|1
#748|#410|EDGEELEMENT|2
#748|#748_3|ORIENTATION|3
#749|#749_0|EDGESTART|0
#749|#749_1|EDGEEND|1
#749|#382|EDGEELEMENT|2
#749|#749_3|ORIENTATION|3
#750|#750_0|EDGESTART|0
#750|#750_1|EDGEEND|1
#750|#354|EDGEELEMENT|2
#750|#750_3|ORIENTATION|3
#751|#751_0|EDGESTART|0
#751|#751_1|EDGEEND|1
#751|#326|EDGEELEMENT|2
#751|#751_3|ORIENTATION|3
#752|#752_0|EDGESTART|0
#752|#752_1|EDGEEND|1
#752|#298|EDGEELEMENT|2
#752|#752_3|ORIENTATION|3
#753|#753_0|EDGESTART|0
#753|#753_1|EDGEEND|1
#753|#270|EDGEELEMENT|2
#753|#753_3|ORIENTATION|3
#754|#754_0|EDGESTART|0
#754|#754_1|EDGEEND|1
#754|#242|EDGEELEMENT|2
#754|#754_3|ORIENTATION|3
#755|#755_0|EDGESTART|0
#755|#755_1|EDGEEND|1
#755|#203|EDGEELEMENT|2
#755|#755_3|ORIENTATION|3
#756|#756_0|EDGELIST|0
#756_0|#744|EDGELIST|0
#756_0|#745|EDGELIST|1
#756_0|#746|EDGELIST|2
#756_0|#747|EDGELIST|3
#756_0|#748|EDGELIST|4
#756_0|#749|EDGELIST|5
#756_0|#750|EDGELIST|6
#756_0|#751|EDGELIST|7
#756_0|#752|EDGELIST|8
#756_0|#753|EDGELIST|9
#756_0|#754|EDGELIST|10
#756_0|#755|EDGELIST|11
#758|#756|BOUND|0
#758|#758_1|ORIENTATION|1
#759|#759_0|COORDINATES|0
#761|#761_0|DIRECTIONRATIOS|0
#763|#763_0|DIRECTIONRATIOS|0
#765|#759|LOCATION|0
#765|#761|AXIS|1
#765|#763|REFDIRECTION|2
#766|#765|POSITION|0
#767|#767_0|BOUNDS|0
